region,selectivity,method,grp,metric,value
Core,30,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9621985.87128713
Core,40,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9621985.89108911
Core,50,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9621985.88118812
Core,60,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9627114.83168317
Core,70,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9627250.91089109
Core,80,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9621986.76237624
Core,90,vecCuckoo,BRANCH,INSTR_RETIRED_ANY,9621986
Core,10,vecCuckoo,BRANCH,Instructionsperbranch,72.8640485148513
Core,20,vecCuckoo,BRANCH,Instructionsperbranch,72.9049594059404
Core,30,vecCuckoo,BRANCH,Instructionsperbranch,72.9049633663364
Core,40,vecCuckoo,BRANCH,Instructionsperbranch,72.9049544554453
Core,50,vecCuckoo,BRANCH,Instructionsperbranch,72.9049584158414
Core,60,vecCuckoo,BRANCH,Instructionsperbranch,72.5844297029702
Core,70,vecCuckoo,BRANCH,Instructionsperbranch,72.4418287128713
Core,80,vecCuckoo,BRANCH,Instructionsperbranch,72.9044524752475
Core,90,vecCuckoo,BRANCH,Instructionsperbranch,72.9048950495048
Core,10,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00403294059405941
Core,20,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00349392079207921
Core,30,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00348225742574257
Core,40,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00347053465346535
Core,50,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00346310891089109
Core,60,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00477048514851485
Core,70,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00537325742574257
Core,80,vecCuckoo,BRANCH,RDTSCRuntime[s],0.00664268316831683
Core,90,vecCuckoo,BRANCH,RDTSCRuntime[s],0.0035959702970297
Core,10,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00403861386138614
Core,20,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.0034960396039604
Core,30,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00347821782178218
Core,40,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00347623762376238
Core,50,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00346039603960396
Core,60,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00477029702970297
Core,70,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00536930693069307
Core,80,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.00664356435643564
Core,90,vecCuckoo,BRANCH,Runtime(RDTSC)[s],0.0035940594059406
Core,10,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00451089108910891
Core,20,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00412376237623762
Core,30,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00412178217821782
Core,40,vecCuckoo,BRANCH,Runtimeunhalted[s],0.0041079207920792
Core,50,vecCuckoo,BRANCH,Runtimeunhalted[s],0.0041069306930693
Core,60,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00509009900990099
Core,70,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00513960396039604
Core,80,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00635544554455445
Core,90,vecCuckoo,BRANCH,Runtimeunhalted[s],0.00422772277227723
Core,10,vecCuckoo,DATA,Clock[MHz],2491.16971782178
Core,20,vecCuckoo,DATA,Clock[MHz],3088.14758514852
Core,30,vecCuckoo,DATA,Clock[MHz],3092.17554356435
Core,40,vecCuckoo,DATA,Clock[MHz],3086.72021782178
Core,50,vecCuckoo,DATA,Clock[MHz],3087.89436336634
Core,60,vecCuckoo,DATA,Clock[MHz],2494.03415841584
Core,70,vecCuckoo,DATA,Clock[MHz],2493.89158811881
Core,80,vecCuckoo,DATA,Clock[MHz],2494.04647524752
Core,90,vecCuckoo,DATA,Clock[MHz],2493.97965841584
Core,10,vecCuckoo,DATA,CPI,1.45934455445545
Core,20,vecCuckoo,DATA,CPI,1.11298118811881
Core,30,vecCuckoo,DATA,CPI,1.10700396039604
Core,40,vecCuckoo,DATA,CPI,1.10706138613861
Core,50,vecCuckoo,DATA,CPI,1.10426732673267
Core,60,vecCuckoo,DATA,CPI,1.35233168316832
Core,70,vecCuckoo,DATA,CPI,1.33538910891089
Core,80,vecCuckoo,DATA,CPI,1.34946435643564
Core,90,vecCuckoo,DATA,CPI,1.3679198019802
Core,10,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,14051258.4158416
Core,20,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,10709081.7821782
Core,30,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,10651604.0594059
Core,40,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,10652138.9108911
Core,50,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,10625259.5049505
Core,60,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,13201171.2871287
Core,70,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,12851114.2574257
Core,80,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,12984488.3168317
Core,90,vecCuckoo,DATA,CPU_CLK_UNHALTED_CORE,13162340.3960396
Core,10,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,14625717.2277228
Core,20,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,8988738.41584159
Core,30,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,8928365.34653465
Core,40,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,8945768.2970297
Core,50,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,8919836.55445545
Core,60,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,13718860.0990099
Core,70,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,13356423.0693069
Core,80,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,13493715.5445545
Core,90,vecCuckoo,DATA,CPU_CLK_UNHALTED_REF,13678926.2376238
Core,10,vecCuckoo,DATA,INSTR_RETIRED_ANY,9626362.32673267
Core,20,vecCuckoo,DATA,INSTR_RETIRED_ANY,9621985.78217822
Core,30,vecCuckoo,DATA,INSTR_RETIRED_ANY,9621985.85148515
Core,40,vecCuckoo,DATA,INSTR_RETIRED_ANY,9621985.93069307
Core,50,vecCuckoo,DATA,INSTR_RETIRED_ANY,9621985.93069307
Core,60,vecCuckoo,DATA,INSTR_RETIRED_ANY,9731552.83168317
Core,70,vecCuckoo,DATA,INSTR_RETIRED_ANY,9623492.16831683
Core,80,vecCuckoo,DATA,INSTR_RETIRED_ANY,9621986.31683168
Core,90,vecCuckoo,DATA,INSTR_RETIRED_ANY,9622132.01980198
Core,10,vecCuckoo,DATA,Loadtostoreratio,1.16182574257426
Core,20,vecCuckoo,DATA,Loadtostoreratio,1.16227227722772
Core,30,vecCuckoo,DATA,Loadtostoreratio,1.16226138613861
Core,40,vecCuckoo,DATA,Loadtostoreratio,1.16227128712871
Core,50,vecCuckoo,DATA,Loadtostoreratio,1.16227920792079
Core,60,vecCuckoo,DATA,Loadtostoreratio,1.16517227722772
Core,70,vecCuckoo,DATA,Loadtostoreratio,1.16210198019802
Core,80,vecCuckoo,DATA,Loadtostoreratio,1.16195940594059
Core,90,vecCuckoo,DATA,Loadtostoreratio,1.16202079207921
Core,10,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4031453.57425743
Core,20,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4032070.44554455
Core,30,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4032060.99009901
Core,40,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4032069.05940594
Core,50,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4032078.21782178
Core,60,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4056049.78217822
Core,70,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4031775.23762376
Core,80,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4031056.79207921
Core,90,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_LOADS,4031296.76237624
Core,10,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469919.86138614
Core,20,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469189
Core,30,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469189
Core,40,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469189
Core,50,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469189
Core,60,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3478697.45544554
Core,70,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469379.91089109
Core,80,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469189
Core,90,vecCuckoo,DATA,MEM_INST_RETIRED_ALL_STORES,3469214.93069307
Core,10,vecCuckoo,DATA,RDTSCRuntime[s],0.00565343564356436
Core,20,vecCuckoo,DATA,RDTSCRuntime[s],0.00348484158415842
Core,30,vecCuckoo,DATA,RDTSCRuntime[s],0.00346178217821782
Core,40,vecCuckoo,DATA,RDTSCRuntime[s],0.00347559405940594
Core,50,vecCuckoo,DATA,RDTSCRuntime[s],0.00346668316831683
Core,60,vecCuckoo,DATA,RDTSCRuntime[s],0.0052390396039604
Core,70,vecCuckoo,DATA,RDTSCRuntime[s],0.00515809900990099
Core,80,vecCuckoo,DATA,RDTSCRuntime[s],0.00520595049504951
Core,90,vecCuckoo,DATA,RDTSCRuntime[s],0.00527875247524752
Core,10,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00564950495049505
Core,20,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00348712871287129
Core,30,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00346138613861386
Core,40,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00347623762376238
Core,50,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00347029702970297
Core,60,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00524059405940594
Core,70,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00516534653465347
Core,80,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00520693069306931
Core,90,vecCuckoo,DATA,Runtime(RDTSC)[s],0.00528019801980198
Core,10,vecCuckoo,DATA,Runtimeunhalted[s],0.00541683168316831
Core,20,vecCuckoo,DATA,Runtimeunhalted[s],0.00412673267326732
Core,30,vecCuckoo,DATA,Runtimeunhalted[s],0.0041089108910891
Core,40,vecCuckoo,DATA,Runtimeunhalted[s],0.00411089108910891
Core,50,vecCuckoo,DATA,Runtimeunhalted[s],0.0041059405940594
Core,60,vecCuckoo,DATA,Runtimeunhalted[s],0.00509405940594059
Core,70,vecCuckoo,DATA,Runtimeunhalted[s],0.00496039603960396
Core,80,vecCuckoo,DATA,Runtimeunhalted[s],0.00501089108910891
Core,90,vecCuckoo,DATA,Runtimeunhalted[s],0.00507623762376238
Core,10,vecCuckoo,FLOPS_AVX,Clock[MHz],2654.29298712871
Core,20,vecCuckoo,FLOPS_AVX,Clock[MHz],3088.46195346535
Core,30,vecCuckoo,FLOPS_AVX,Clock[MHz],3090.38625148515
Core,40,vecCuckoo,FLOPS_AVX,Clock[MHz],3090.54579108911
Core,50,vecCuckoo,FLOPS_AVX,Clock[MHz],3084.65108712871
Core,60,vecCuckoo,FLOPS_AVX,Clock[MHz],2912.27220990099
Core,70,vecCuckoo,FLOPS_AVX,Clock[MHz],2491.17148613861
Core,80,vecCuckoo,FLOPS_AVX,Clock[MHz],2490.50215247525
Core,90,vecCuckoo,FLOPS_AVX,Clock[MHz],2494.05888514851
Core,10,vecCuckoo,FLOPS_AVX,CPI,1.30173168316832
Core,20,vecCuckoo,FLOPS_AVX,CPI,1.11329504950495
Core,30,vecCuckoo,FLOPS_AVX,CPI,1.10630594059406
Core,40,vecCuckoo,FLOPS_AVX,CPI,1.10420792079208
Core,50,vecCuckoo,FLOPS_AVX,CPI,1.10790099009901
Core,60,vecCuckoo,FLOPS_AVX,CPI,1.24250495049505
Core,70,vecCuckoo,FLOPS_AVX,CPI,1.39789702970297
Core,80,vecCuckoo,FLOPS_AVX,CPI,1.4687396039604
Core,90,vecCuckoo,FLOPS_AVX,CPI,1.37483465346535
Core,10,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,12528292.2772277
Core,20,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,10712176.5346535
Core,30,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,10644886.2376238
Core,40,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,10624675.4455446
Core,50,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,10660251.3861386
Core,60,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,11955449.3069307
Core,70,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,13450632.0792079
Core,80,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,14132391.0891089
Core,90,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_CORE,13230162.6732673
Core,10,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,12333694.1188119
Core,20,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,8990524.15841584
Core,30,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,8927991.08910891
Core,40,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,8910791.28712871
Core,50,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,8959268.31683168
Core,60,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,10775824.1980198
Core,70,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,14003813.2673267
Core,80,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,14715316.7326733
Core,90,vecCuckoo,FLOPS_AVX,CPU_CLK_UNHALTED_REF,13748998.7128713
Core,10,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,20,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,30,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,40,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,50,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,60,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,70,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,80,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,90,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,0
Core,10,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,20,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,30,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,40,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,50,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,60,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,70,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,80,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,90,vecCuckoo,FLOPS_AVX,FP_ARITH_INST_RETIRED_256B_PACKED_SINGLE,0
Core,10,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9624032.58415841
Core,20,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622032.81188119
Core,30,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622032.93069307
Core,40,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622032.91089109
Core,50,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622032.97029703
Core,60,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622033.14851485
Core,70,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622034
Core,80,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622128.26732673
Core,90,vecCuckoo,FLOPS_AVX,INSTR_RETIRED_ANY,9622998.95049505
Core,10,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,20,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,30,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,40,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,50,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,60,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,70,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,80,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,90,vecCuckoo,FLOPS_AVX,PackedDPMFLOP/s,0
Core,10,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,20,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,30,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,40,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,50,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,60,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,70,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,80,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,90,vecCuckoo,FLOPS_AVX,PackedSPMFLOP/s,0
Core,10,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.0047740594059406
Core,20,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00349108910891089
Core,30,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00346877227722772
Core,40,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00346484158415842
Core,50,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00347970297029703
Core,60,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00417668316831683
Core,70,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00541306930693069
Core,80,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.0056909603960396
Core,90,vecCuckoo,FLOPS_AVX,RDTSCRuntime[s],0.00531011881188119
Core,10,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00477722772277228
Core,20,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.0034930693069307
Core,30,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00347623762376238
Core,40,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00346138613861386
Core,50,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00347722772277228
Core,60,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00417128712871287
Core,70,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00541881188118812
Core,80,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00568712871287129
Core,90,vecCuckoo,FLOPS_AVX,Runtime(RDTSC)[s],0.00531485148514852
Core,10,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00483663366336633
Core,20,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00412772277227722
Core,30,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0041039603960396
Core,40,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0041079207920792
Core,50,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00411782178217821
Core,60,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00461188118811881
Core,70,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00518910891089109
Core,80,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.00545346534653465
Core,90,vecCuckoo,FLOPS_AVX,Runtimeunhalted[s],0.0051049504950495
Core,10,vecCuckoo,L2,Clock[MHz],2655.97892574257
Core,20,vecCuckoo,L2,Clock[MHz],3073.98213663366
Core,30,vecCuckoo,L2,Clock[MHz],3091.94846237624
Core,40,vecCuckoo,L2,Clock[MHz],3091.77927227723
Core,50,vecCuckoo,L2,Clock[MHz],3091.39898613861
Core,60,vecCuckoo,L2,Clock[MHz],3087.66771188119
Core,70,vecCuckoo,L2,Clock[MHz],2494.07668910891
Core,80,vecCuckoo,L2,Clock[MHz],2491.86032079208
Core,90,vecCuckoo,L2,Clock[MHz],2494.0753029703
Core,10,vecCuckoo,L2,CPI,1.36339108910891
Core,20,vecCuckoo,L2,CPI,1.12629405940594
Core,30,vecCuckoo,L2,CPI,1.10756435643564
Core,40,vecCuckoo,L2,CPI,1.10399900990099
Core,50,vecCuckoo,L2,CPI,1.10480891089109
Core,60,vecCuckoo,L2,CPI,1.1059801980198
Core,70,vecCuckoo,L2,CPI,1.32842475247525
Core,80,vecCuckoo,L2,CPI,1.36427326732673
Core,90,vecCuckoo,L2,CPI,1.34888217821782
Core,10,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,13118750.3960396
Core,20,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,10837303.0693069
Core,30,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,10657079.7029703
Core,40,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,10622788.5148515
Core,50,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,10630584.6534653
Core,60,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,10641843.2673267
Core,70,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,12782205.5445545
Core,80,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,13236225.3465347
Core,90,vecCuckoo,L2,CPU_CLK_UNHALTED_CORE,12979029.2079208
Core,10,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,12930502.950495
Core,20,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,9144870.05940594
Core,30,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,8933702.25742574
Core,40,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,8905449.02970297
Core,50,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,8912925.62376238
Core,60,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,8933836.99009901
Core,70,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,13283490.7920792
Core,80,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,13775181.1881188
Core,90,vecCuckoo,L2,CPU_CLK_UNHALTED_REF,13488063.0693069
Core,10,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2406.54455445545
Core,20,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2173.55445544554
Core,30,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2125.16831683168
Core,40,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2130.38613861386
Core,50,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2129.08910891089
Core,60,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2130.17821782178
Core,70,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2464.43564356436
Core,80,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,3281.37623762376
Core,90,vecCuckoo,L2,ICACHE_64B_IFTAG_MISS,2476.79207920792
Core,10,vecCuckoo,L2,INSTR_RETIRED_ANY,9622095.54455446
Core,20,vecCuckoo,L2,INSTR_RETIRED_ANY,9622075.88118812
Core,30,vecCuckoo,L2,INSTR_RETIRED_ANY,9622075.92079208
Core,40,vecCuckoo,L2,INSTR_RETIRED_ANY,9622076.15841584
Core,50,vecCuckoo,L2,INSTR_RETIRED_ANY,9622075.89108911
Core,60,vecCuckoo,L2,INSTR_RETIRED_ANY,9622075.84158416
Core,70,vecCuckoo,L2,INSTR_RETIRED_ANY,9622076.76237624
Core,80,vecCuckoo,L2,INSTR_RETIRED_ANY,9719962.38613861
Core,90,vecCuckoo,L2,INSTR_RETIRED_ANY,9622076.33663366
Core,10,vecCuckoo,L2,L1D_M_EVICT,6156.54455445545
Core,20,vecCuckoo,L2,L1D_M_EVICT,627.80198019802
Core,30,vecCuckoo,L2,L1D_M_EVICT,340.673267326733
Core,40,vecCuckoo,L2,L1D_M_EVICT,362.435643564356
Core,50,vecCuckoo,L2,L1D_M_EVICT,321.128712871287
Core,60,vecCuckoo,L2,L1D_M_EVICT,326.138613861386
Core,70,vecCuckoo,L2,L1D_M_EVICT,3612.84158415842
Core,80,vecCuckoo,L2,L1D_M_EVICT,3562.87128712871
Core,90,vecCuckoo,L2,L1D_M_EVICT,3394.93069306931
Core,10,vecCuckoo,L2,L1D_REPLACEMENT,306432.257425743
Core,20,vecCuckoo,L2,L1D_REPLACEMENT,305424.079207921
Core,30,vecCuckoo,L2,L1D_REPLACEMENT,305384.663366337
Core,40,vecCuckoo,L2,L1D_REPLACEMENT,305378.346534653
Core,50,vecCuckoo,L2,L1D_REPLACEMENT,305386.97029703
Core,60,vecCuckoo,L2,L1D_REPLACEMENT,305379.623762376
Core,70,vecCuckoo,L2,L1D_REPLACEMENT,306152.613861386
Core,80,vecCuckoo,L2,L1D_REPLACEMENT,306650.940594059
Core,90,vecCuckoo,L2,L1D_REPLACEMENT,306089.475247525
Core,10,vecCuckoo,L2,L2bandwidth[MBytes/s],4269.31907326733
Core,20,vecCuckoo,L2,L2bandwidth[MBytes/s],5570.2427940594
Core,30,vecCuckoo,L2,L2bandwidth[MBytes/s],5681.09734554455
Core,40,vecCuckoo,L2,L2bandwidth[MBytes/s],5699.8184039604
Core,50,vecCuckoo,L2,L2bandwidth[MBytes/s],5695.74031683169
Core,60,vecCuckoo,L2,L2bandwidth[MBytes/s],5679.29671881188
Core,70,vecCuckoo,L2,L2bandwidth[MBytes/s],3959.81141980198
Core,80,vecCuckoo,L2,L2bandwidth[MBytes/s],3913.35794158416
Core,90,vecCuckoo,L2,L2bandwidth[MBytes/s],3931.64385940594
Core,10,vecCuckoo,L2,L2datavolume[GBytes],0.0201564356435644
Core,20,vecCuckoo,L2,L2datavolume[GBytes],0.0197237623762377
Core,30,vecCuckoo,L2,L2datavolume[GBytes],0.0197
Core,40,vecCuckoo,L2,L2datavolume[GBytes],0.0197029702970297
Core,50,vecCuckoo,L2,L2datavolume[GBytes],0.0197
Core,60,vecCuckoo,L2,L2datavolume[GBytes],0.0197
Core,70,vecCuckoo,L2,L2datavolume[GBytes],0.0199792079207921
Core,80,vecCuckoo,L2,L2datavolume[GBytes],0.0200584158415842
Core,90,vecCuckoo,L2,L2datavolume[GBytes],0.0199613861386139
Core,10,vecCuckoo,L2,L2Devictbandwidth[MBytes/s],58.0702831683168
Core,20,vecCuckoo,L2,L2Devictbandwidth[MBytes/s],10.9613940594059
Core,30,vecCuckoo,L2,L2Devictbandwidth[MBytes/s],6.28383861386139
